Timer started ...
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nBERR_FSB.OUT), to(nBERR_FSB.PAD)
MOD: delay(50 50), type(tPDi), from(nBERR_FSB ), to(nBERR_FSB.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nRAMOE.OUT), to(nRAMOE.PAD)
MOD: delay(50 50), type(tPDi), from(nRAMOE ), to(nRAMOE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nRAMLWE.OUT), to(nRAMLWE.PAD)
MOD: delay(50 50), type(tPDi), from(nRAMLWE ), to(nRAMLWE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nRAMUWE.OUT), to(nRAMUWE.PAD)
MOD: delay(50 50), type(tPDi), from(nRAMUWE ), to(nRAMUWE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nROMOE.OUT), to(nROMOE.PAD)
MOD: delay(50 50), type(tPDi), from(nROMOE ), to(nROMOE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nROMWE.OUT), to(nROMWE.PAD)
MOD: delay(50 50), type(tPDi), from(nROMWE ), to(nROMWE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nADoutLE0.OUT), to(nADoutLE0.PAD)
MOD: delay(50 50), type(tPDi), from(nADoutLE0 ), to(nADoutLE0.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nADoutLE1.OUT), to(nADoutLE1.PAD)
MOD: delay(50 50), type(tPDi), from(nADoutLE1 ), to(nADoutLE1.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nAoutOE.OUT), to(nAoutOE.PAD)
MOD: delay(50 50), type(tPDi), from(nAoutOE ), to(nAoutOE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nDinOE.OUT), to(nDinOE.PAD)
MOD: delay(50 50), type(tPDi), from(nDinOE ), to(nDinOE.OUT)
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nDTACK_FSB.Q ), to(nDTACK_FSB.PAD)
MOD: delay(75 75), type(tCOi), from(nDTACK_FSB.C ), to(nDTACK_FSB.Q )
CHK: delay(0 0), type(tWLS), from(nDTACK_FSB.C ), to(nDTACK_FSB.C )
CHK: delay(0 0), type(tWHS), from(nDTACK_FSB.C ), to(nDTACK_FSB.C )
CHK: delay(325 325), type(tH), from(nDTACK_FSB.D ), to(nDTACK_FSB.C )
CHK: delay(125 125), type(tS), from(nDTACK_FSB.D ), to(nDTACK_FSB.C )
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nVMA_IOB.Q ), to(nVMA_IOB.PAD)
MOD: delay(75 75), type(tCOi), from(nVMA_IOB.C ), to(nVMA_IOB.Q )
CHK: delay(0 0), type(tWLA), from(nVMA_IOB.C ), to(nVMA_IOB.C )
CHK: delay(0 0), type(tWHA), from(nVMA_IOB.C ), to(nVMA_IOB.C )
CHK: delay(325 325), type(tHT), from(nVMA_IOB.T ), to(nVMA_IOB.C )
CHK: delay(265 265), type(tST_PT), from(nVMA_IOB.T ), to(nVMA_IOB.C )
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nAS_IOB.OUT), to(nAS_IOB.PAD)
MOD: delay(75 75), type(tCOi), from(nAS_IOB.C ), to(nAS_IOB.OUT)
CHK: delay(0 0), type(tWLA), from(nAS_IOB.C ), to(nAS_IOB.C )
CHK: delay(0 0), type(tWHA), from(nAS_IOB.C ), to(nAS_IOB.C )
CHK: delay(325 325), type(tH), from(nAS_IOB.D ), to(nAS_IOB.C )
CHK: delay(235 235), type(tS_PT), from(nAS_IOB.D ), to(nAS_IOB.C )
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nLDS_IOB.OUT), to(nLDS_IOB.PAD)
MOD: delay(75 75), type(tCOi), from(nLDS_IOB.C ), to(nLDS_IOB.OUT)
CHK: delay(0 0), type(tWLA), from(nLDS_IOB.C ), to(nLDS_IOB.C )
CHK: delay(0 0), type(tWHA), from(nLDS_IOB.C ), to(nLDS_IOB.C )
CHK: delay(325 325), type(tH), from(nLDS_IOB.D ), to(nLDS_IOB.C )
CHK: delay(235 235), type(tS_PT), from(nLDS_IOB.D ), to(nLDS_IOB.C )
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nUDS_IOB.OUT), to(nUDS_IOB.PAD)
MOD: delay(75 75), type(tCOi), from(nUDS_IOB.C ), to(nUDS_IOB.OUT)
CHK: delay(0 0), type(tWLA), from(nUDS_IOB.C ), to(nUDS_IOB.C )
CHK: delay(0 0), type(tWHA), from(nUDS_IOB.C ), to(nUDS_IOB.C )
CHK: delay(325 325), type(tH), from(nUDS_IOB.D ), to(nUDS_IOB.C )
CHK: delay(235 235), type(tS_PT), from(nUDS_IOB.D ), to(nUDS_IOB.C )
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nDoutOE.OUT), to(nDoutOE.PAD)
MOD: delay(75 75), type(tCOi), from(nDoutOE.C ), to(nDoutOE.OUT)
CHK: delay(0 0), type(tWLA), from(nDoutOE.C ), to(nDoutOE.C )
CHK: delay(0 0), type(tWHA), from(nDoutOE.C ), to(nDoutOE.C )
CHK: delay(325 325), type(tH), from(nDoutOE.D ), to(nDoutOE.C )
CHK: delay(235 235), type(tS_PT), from(nDoutOE.D ), to(nDoutOE.C )
MOD: delay(160 160), type(tORP+tBUF+tIOO(LVCMOS18)), from(nDinLE.OUT), to(nDinLE.PAD)
MOD: delay(75 75), type(tCOi), from(nDinLE.C ), to(nDinLE.OUT)
CHK: delay(0 0), type(tWLA), from(nDinLE.C ), to(nDinLE.C )
CHK: delay(0 0), type(tWHA), from(nDinLE.C ), to(nDinLE.C )
CHK: delay(325 325), type(tH), from(nDinLE.D ), to(nDinLE.C )
CHK: delay(235 235), type(tS_PT), from(nDinLE.D ), to(nDinLE.C )
MOD: delay(75 75), type(tCOi), from(iobs_IOREQ.C ), to(iobs_IOREQ.Q )
CHK: delay(0 0), type(tWLS), from(iobs_IOREQ.C ), to(iobs_IOREQ.C )
CHK: delay(0 0), type(tWHS), from(iobs_IOREQ.C ), to(iobs_IOREQ.C )
CHK: delay(325 325), type(tH), from(iobs_IOREQ.D ), to(iobs_IOREQ.C )
CHK: delay(125 125), type(tS), from(iobs_IOREQ.D ), to(iobs_IOREQ.C )
MOD: delay(75 75), type(tCOi), from(iobm_IOACT.C ), to(iobm_IOACT.Q )
CHK: delay(0 0), type(tWLA), from(iobm_IOACT.C ), to(iobm_IOACT.C )
CHK: delay(0 0), type(tWHA), from(iobm_IOACT.C ), to(iobm_IOACT.C )
CHK: delay(325 325), type(tH), from(iobm_IOACT.D ), to(iobm_IOACT.C )
CHK: delay(235 235), type(tS_PT), from(iobm_IOACT.D ), to(iobm_IOACT.C )
MOD: delay(75 75), type(tCOi), from(iobs_ALE0.C ), to(iobs_ALE0.Q )
CHK: delay(0 0), type(tWLS), from(iobs_ALE0.C ), to(iobs_ALE0.C )
CHK: delay(0 0), type(tWHS), from(iobs_ALE0.C ), to(iobs_ALE0.C )
CHK: delay(325 325), type(tH), from(iobs_ALE0.D ), to(iobs_ALE0.C )
CHK: delay(125 125), type(tS), from(iobs_ALE0.D ), to(iobs_ALE0.C )
MOD: delay(75 75), type(tCOi), from(iobs_IORW0.C ), to(iobs_IORW0.Q )
CHK: delay(0 0), type(tCEH), from(iobs_IORW0.CE ), to(iobs_IORW0.C )
CHK: delay(200 200), type(tCES), from(iobs_IORW0.CE ), to(iobs_IORW0.C )
CHK: delay(0 0), type(tWLS), from(iobs_IORW0.C ), to(iobs_IORW0.C )
CHK: delay(0 0), type(tWHS), from(iobs_IORW0.C ), to(iobs_IORW0.C )
CHK: delay(325 325), type(tH), from(iobs_IORW0.D ), to(iobs_IORW0.C )
CHK: delay(125 125), type(tS), from(iobs_IORW0.D ), to(iobs_IORW0.C )
MOD: delay(75 75), type(tCOi), from(iobs_IOL0.C ), to(iobs_IOL0.Q )
CHK: delay(0 0), type(tCEH), from(iobs_IOL0.CE ), to(iobs_IOL0.C )
CHK: delay(200 200), type(tCES), from(iobs_IOL0.CE ), to(iobs_IOL0.C )
CHK: delay(0 0), type(tWLS), from(iobs_IOL0.C ), to(iobs_IOL0.C )
CHK: delay(0 0), type(tWHS), from(iobs_IOL0.C ), to(iobs_IOL0.C )
CHK: delay(325 325), type(tH), from(iobs_IOL0.D ), to(iobs_IOL0.C )
CHK: delay(125 125), type(tS), from(iobs_IOL0.D ), to(iobs_IOL0.C )
MOD: delay(75 75), type(tCOi), from(iobs_IOU0.C ), to(iobs_IOU0.Q )
CHK: delay(0 0), type(tCEH), from(iobs_IOU0.CE ), to(iobs_IOU0.C )
CHK: delay(200 200), type(tCES), from(iobs_IOU0.CE ), to(iobs_IOU0.C )
CHK: delay(0 0), type(tWLS), from(iobs_IOU0.C ), to(iobs_IOU0.C )
CHK: delay(0 0), type(tWHS), from(iobs_IOU0.C ), to(iobs_IOU0.C )
CHK: delay(325 325), type(tH), from(iobs_IOU0.D ), to(iobs_IOU0.C )
CHK: delay(125 125), type(tS), from(iobs_IOU0.D ), to(iobs_IOU0.C )
MOD: delay(75 75), type(tCOi), from(iobs_ALE1.C ), to(iobs_ALE1.Q )
CHK: delay(0 0), type(tWLS), from(iobs_ALE1.C ), to(iobs_ALE1.C )
CHK: delay(0 0), type(tWHS), from(iobs_ALE1.C ), to(iobs_ALE1.C )
CHK: delay(325 325), type(tH), from(iobs_ALE1.D ), to(iobs_ALE1.C )
CHK: delay(125 125), type(tS), from(iobs_ALE1.D ), to(iobs_ALE1.C )
MOD: delay(75 75), type(tCOi), from(iobm_ALE0.C ), to(iobm_ALE0.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ALE0.C ), to(iobm_ALE0.C )
CHK: delay(0 0), type(tWHA), from(iobm_ALE0.C ), to(iobm_ALE0.C )
CHK: delay(325 325), type(tH), from(iobm_ALE0.D ), to(iobm_ALE0.C )
CHK: delay(235 235), type(tS_PT), from(iobm_ALE0.D ), to(iobm_ALE0.C )
MOD: delay(75 75), type(tCOi), from(fsb_TimeoutA.C ), to(fsb_TimeoutA.Q )
CHK: delay(0 0), type(tWLS), from(fsb_TimeoutA.C ), to(fsb_TimeoutA.C )
CHK: delay(0 0), type(tWHS), from(fsb_TimeoutA.C ), to(fsb_TimeoutA.C )
CHK: delay(325 325), type(tH), from(fsb_TimeoutA.D ), to(fsb_TimeoutA.C )
CHK: delay(125 125), type(tS), from(fsb_TimeoutA.D ), to(fsb_TimeoutA.C )
MOD: delay(75 75), type(tCOi), from(fsb_TimeoutB.C ), to(fsb_TimeoutB.Q )
CHK: delay(0 0), type(tWLS), from(fsb_TimeoutB.C ), to(fsb_TimeoutB.C )
CHK: delay(0 0), type(tWHS), from(fsb_TimeoutB.C ), to(fsb_TimeoutB.C )
CHK: delay(325 325), type(tH), from(fsb_TimeoutB.D ), to(fsb_TimeoutB.C )
CHK: delay(125 125), type(tS), from(fsb_TimeoutB.D ), to(fsb_TimeoutB.C )
MOD: delay(75 75), type(tCOi), from(fsb_ASrf.C ), to(fsb_ASrf.Q )
CHK: delay(0 0), type(tWLS), from(fsb_ASrf.C ), to(fsb_ASrf.C )
CHK: delay(0 0), type(tWHS), from(fsb_ASrf.C ), to(fsb_ASrf.C )
CHK: delay(325 325), type(tH), from(fsb_ASrf.D ), to(fsb_ASrf.C )
CHK: delay(125 125), type(tS), from(fsb_ASrf.D ), to(fsb_ASrf.C )
MOD: delay(75 75), type(tCOi), from(fsb_RefCnt_5_.C ), to(fsb_RefCnt_5_.Q )
CHK: delay(0 0), type(tWLS), from(fsb_RefCnt_5_.C ), to(fsb_RefCnt_5_.C )
CHK: delay(0 0), type(tWHS), from(fsb_RefCnt_5_.C ), to(fsb_RefCnt_5_.C )
CHK: delay(325 325), type(tHT), from(fsb_RefCnt_5_.T ), to(fsb_RefCnt_5_.C )
CHK: delay(145 145), type(tST), from(fsb_RefCnt_5_.T ), to(fsb_RefCnt_5_.C )
MOD: delay(75 75), type(tCOi), from(fsb_RefCnt_1_.C ), to(fsb_RefCnt_1_.Q )
CHK: delay(0 0), type(tWLS), from(fsb_RefCnt_1_.C ), to(fsb_RefCnt_1_.C )
CHK: delay(0 0), type(tWHS), from(fsb_RefCnt_1_.C ), to(fsb_RefCnt_1_.C )
CHK: delay(325 325), type(tH), from(fsb_RefCnt_1_.D ), to(fsb_RefCnt_1_.C )
CHK: delay(125 125), type(tS), from(fsb_RefCnt_1_.D ), to(fsb_RefCnt_1_.C )
MOD: delay(75 75), type(tCOi), from(fsb_RefCnt_2_.C ), to(fsb_RefCnt_2_.Q )
CHK: delay(0 0), type(tWLS), from(fsb_RefCnt_2_.C ), to(fsb_RefCnt_2_.C )
CHK: delay(0 0), type(tWHS), from(fsb_RefCnt_2_.C ), to(fsb_RefCnt_2_.C )
CHK: delay(325 325), type(tH), from(fsb_RefCnt_2_.D ), to(fsb_RefCnt_2_.C )
CHK: delay(125 125), type(tS), from(fsb_RefCnt_2_.D ), to(fsb_RefCnt_2_.C )
MOD: delay(75 75), type(tCOi), from(fsb_RefCnt_0_.C ), to(fsb_RefCnt_0_.Q )
CHK: delay(0 0), type(tWLS), from(fsb_RefCnt_0_.C ), to(fsb_RefCnt_0_.C )
CHK: delay(0 0), type(tWHS), from(fsb_RefCnt_0_.C ), to(fsb_RefCnt_0_.C )
CHK: delay(325 325), type(tH), from(fsb_RefCnt_0_.D ), to(fsb_RefCnt_0_.C )
CHK: delay(125 125), type(tS), from(fsb_RefCnt_0_.D ), to(fsb_RefCnt_0_.C )
MOD: delay(75 75), type(tCOi), from(fsb_RefCnt_4_.C ), to(fsb_RefCnt_4_.Q )
CHK: delay(0 0), type(tWLS), from(fsb_RefCnt_4_.C ), to(fsb_RefCnt_4_.C )
CHK: delay(0 0), type(tWHS), from(fsb_RefCnt_4_.C ), to(fsb_RefCnt_4_.C )
CHK: delay(325 325), type(tH), from(fsb_RefCnt_4_.D.X2 ), to(fsb_RefCnt_4_.C )
CHK: delay(125 125), type(tS), from(fsb_RefCnt_4_.D.X2 ), to(fsb_RefCnt_4_.C )
CHK: delay(325 325), type(tH), from(fsb_RefCnt_4_.D.X1 ), to(fsb_RefCnt_4_.C )
CHK: delay(125 125), type(tS), from(fsb_RefCnt_4_.D.X1 ), to(fsb_RefCnt_4_.C )
MOD: delay(75 75), type(tCOi), from(fsb_RefCnt_3_.C ), to(fsb_RefCnt_3_.Q )
CHK: delay(0 0), type(tWLS), from(fsb_RefCnt_3_.C ), to(fsb_RefCnt_3_.C )
CHK: delay(0 0), type(tWHS), from(fsb_RefCnt_3_.C ), to(fsb_RefCnt_3_.C )
CHK: delay(325 325), type(tH), from(fsb_RefCnt_3_.D ), to(fsb_RefCnt_3_.C )
CHK: delay(125 125), type(tS), from(fsb_RefCnt_3_.D ), to(fsb_RefCnt_3_.C )
MOD: delay(75 75), type(tCOi), from(iobm_IOREQr.C ), to(iobm_IOREQr.Q )
CHK: delay(0 0), type(tWLA), from(iobm_IOREQr.C ), to(iobm_IOREQr.C )
CHK: delay(0 0), type(tWHA), from(iobm_IOREQr.C ), to(iobm_IOREQr.C )
CHK: delay(325 325), type(tH), from(iobm_IOREQr.D ), to(iobm_IOREQr.C )
CHK: delay(235 235), type(tS_PT), from(iobm_IOREQr.D ), to(iobm_IOREQr.C )
MOD: delay(75 75), type(tCOi), from(iobm_Er.C ), to(iobm_Er.Q )
CHK: delay(0 0), type(tWLS), from(iobm_Er.C ), to(iobm_Er.C )
CHK: delay(0 0), type(tWHS), from(iobm_Er.C ), to(iobm_Er.C )
CHK: delay(325 325), type(tH), from(iobm_Er.D ), to(iobm_Er.C )
CHK: delay(125 125), type(tS), from(iobm_Er.D ), to(iobm_Er.C )
MOD: delay(75 75), type(tCOi), from(iobm_ES_2_.C ), to(iobm_ES_2_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ES_2_.C ), to(iobm_ES_2_.C )
CHK: delay(0 0), type(tWHA), from(iobm_ES_2_.C ), to(iobm_ES_2_.C )
CHK: delay(325 325), type(tH), from(iobm_ES_2_.D ), to(iobm_ES_2_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_ES_2_.D ), to(iobm_ES_2_.C )
MOD: delay(75 75), type(tCOi), from(iobm_ES_0_.C ), to(iobm_ES_0_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ES_0_.C ), to(iobm_ES_0_.C )
CHK: delay(0 0), type(tWHA), from(iobm_ES_0_.C ), to(iobm_ES_0_.C )
CHK: delay(325 325), type(tH), from(iobm_ES_0_.D ), to(iobm_ES_0_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_ES_0_.D ), to(iobm_ES_0_.C )
MOD: delay(75 75), type(tCOi), from(iobm_ES_1_.C ), to(iobm_ES_1_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ES_1_.C ), to(iobm_ES_1_.C )
CHK: delay(0 0), type(tWHA), from(iobm_ES_1_.C ), to(iobm_ES_1_.C )
CHK: delay(325 325), type(tH), from(iobm_ES_1_.D ), to(iobm_ES_1_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_ES_1_.D ), to(iobm_ES_1_.C )
MOD: delay(75 75), type(tCOi), from(iobm_ES_3_.C ), to(iobm_ES_3_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ES_3_.C ), to(iobm_ES_3_.C )
CHK: delay(0 0), type(tWHA), from(iobm_ES_3_.C ), to(iobm_ES_3_.C )
CHK: delay(325 325), type(tH), from(iobm_ES_3_.D ), to(iobm_ES_3_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_ES_3_.D ), to(iobm_ES_3_.C )
MOD: delay(75 75), type(tCOi), from(iobm_ES_4_.C ), to(iobm_ES_4_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ES_4_.C ), to(iobm_ES_4_.C )
CHK: delay(0 0), type(tWHA), from(iobm_ES_4_.C ), to(iobm_ES_4_.C )
CHK: delay(325 325), type(tHT), from(iobm_ES_4_.T ), to(iobm_ES_4_.C )
CHK: delay(265 265), type(tST_PT), from(iobm_ES_4_.T ), to(iobm_ES_4_.C )
MOD: delay(75 75), type(tCOi), from(iobm_IOS_0_.C ), to(iobm_IOS_0_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_IOS_0_.C ), to(iobm_IOS_0_.C )
CHK: delay(0 0), type(tWHA), from(iobm_IOS_0_.C ), to(iobm_IOS_0_.C )
CHK: delay(325 325), type(tH), from(iobm_IOS_0_.D ), to(iobm_IOS_0_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_IOS_0_.D ), to(iobm_IOS_0_.C )
MOD: delay(75 75), type(tCOi), from(iobm_IOS_1_.C ), to(iobm_IOS_1_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_IOS_1_.C ), to(iobm_IOS_1_.C )
CHK: delay(0 0), type(tWHA), from(iobm_IOS_1_.C ), to(iobm_IOS_1_.C )
CHK: delay(325 325), type(tH), from(iobm_IOS_1_.D ), to(iobm_IOS_1_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_IOS_1_.D ), to(iobm_IOS_1_.C )
MOD: delay(75 75), type(tCOi), from(iobm_IOS_2_.C ), to(iobm_IOS_2_.Q )
CHK: delay(0 0), type(tWLA), from(iobm_IOS_2_.C ), to(iobm_IOS_2_.C )
CHK: delay(0 0), type(tWHA), from(iobm_IOS_2_.C ), to(iobm_IOS_2_.C )
CHK: delay(325 325), type(tH), from(iobm_IOS_2_.D ), to(iobm_IOS_2_.C )
CHK: delay(235 235), type(tS_PT), from(iobm_IOS_2_.D ), to(iobm_IOS_2_.C )
MOD: delay(75 75), type(tCOi), from(iobm_Er2.C ), to(iobm_Er2.Q )
CHK: delay(0 0), type(tWLA), from(iobm_Er2.C ), to(iobm_Er2.C )
CHK: delay(0 0), type(tWHA), from(iobm_Er2.C ), to(iobm_Er2.C )
CHK: delay(325 325), type(tH), from(iobm_Er2.D ), to(iobm_Er2.C )
CHK: delay(235 235), type(tS_PT), from(iobm_Er2.D ), to(iobm_Er2.C )
MOD: delay(75 75), type(tCOi), from(iobm_ETACK.C ), to(iobm_ETACK.Q )
CHK: delay(0 0), type(tWLA), from(iobm_ETACK.C ), to(iobm_ETACK.C )
CHK: delay(0 0), type(tWHA), from(iobm_ETACK.C ), to(iobm_ETACK.C )
CHK: delay(325 325), type(tH), from(iobm_ETACK.D ), to(iobm_ETACK.C )
CHK: delay(235 235), type(tS_PT), from(iobm_ETACK.D ), to(iobm_ETACK.C )
MOD: delay(75 75), type(tCOi), from(iobs_IOACTr.C ), to(iobs_IOACTr.Q )
CHK: delay(0 0), type(tWLS), from(iobs_IOACTr.C ), to(iobs_IOACTr.C )
CHK: delay(0 0), type(tWHS), from(iobs_IOACTr.C ), to(iobs_IOACTr.C )
CHK: delay(325 325), type(tH), from(iobs_IOACTr.D ), to(iobs_IOACTr.C )
CHK: delay(125 125), type(tS), from(iobs_IOACTr.D ), to(iobs_IOACTr.C )
MOD: delay(75 75), type(tCOi), from(iobs_PS_1_.C ), to(iobs_PS_1_.Q )
CHK: delay(0 0), type(tWLS), from(iobs_PS_1_.C ), to(iobs_PS_1_.C )
CHK: delay(0 0), type(tWHS), from(iobs_PS_1_.C ), to(iobs_PS_1_.C )
CHK: delay(325 325), type(tH), from(iobs_PS_1_.D ), to(iobs_PS_1_.C )
CHK: delay(125 125), type(tS), from(iobs_PS_1_.D ), to(iobs_PS_1_.C )
MOD: delay(75 75), type(tCOi), from(iobs_Once.C ), to(iobs_Once.Q )
CHK: delay(0 0), type(tWLS), from(iobs_Once.C ), to(iobs_Once.C )
CHK: delay(0 0), type(tWHS), from(iobs_Once.C ), to(iobs_Once.C )
CHK: delay(325 325), type(tH), from(iobs_Once.D ), to(iobs_Once.C )
CHK: delay(125 125), type(tS), from(iobs_Once.D ), to(iobs_Once.C )
MOD: delay(75 75), type(tCOi), from(iobs_PS_0_.C ), to(iobs_PS_0_.Q )
CHK: delay(0 0), type(tWLS), from(iobs_PS_0_.C ), to(iobs_PS_0_.C )
CHK: delay(0 0), type(tWHS), from(iobs_PS_0_.C ), to(iobs_PS_0_.C )
CHK: delay(325 325), type(tH), from(iobs_PS_0_.D ), to(iobs_PS_0_.C )
CHK: delay(125 125), type(tS), from(iobs_PS_0_.D ), to(iobs_PS_0_.C )
MOD: delay(75 75), type(tCOi), from(iobs_IOL1.C ), to(iobs_IOL1.Q )
CHK: delay(0 0), type(tCEH), from(iobs_IOL1.CE ), to(iobs_IOL1.C )
CHK: delay(200 200), type(tCES), from(iobs_IOL1.CE ), to(iobs_IOL1.C )
CHK: delay(0 0), type(tWLS), from(iobs_IOL1.C ), to(iobs_IOL1.C )
CHK: delay(0 0), type(tWHS), from(iobs_IOL1.C ), to(iobs_IOL1.C )
CHK: delay(325 325), type(tH), from(iobs_IOL1.D ), to(iobs_IOL1.C )
CHK: delay(125 125), type(tS), from(iobs_IOL1.D ), to(iobs_IOL1.C )
MOD: delay(75 75), type(tCOi), from(iobs_IOU1.C ), to(iobs_IOU1.Q )
CHK: delay(0 0), type(tCEH), from(iobs_IOU1.CE ), to(iobs_IOU1.C )
CHK: delay(200 200), type(tCES), from(iobs_IOU1.CE ), to(iobs_IOU1.C )
CHK: delay(0 0), type(tWLS), from(iobs_IOU1.C ), to(iobs_IOU1.C )
CHK: delay(0 0), type(tWHS), from(iobs_IOU1.C ), to(iobs_IOU1.C )
CHK: delay(325 325), type(tH), from(iobs_IOU1.D ), to(iobs_IOU1.C )
CHK: delay(125 125), type(tS), from(iobs_IOU1.D ), to(iobs_IOU1.C )
MOD: delay(75 75), type(tCOi), from(iobs_IORDReady.C ), to(iobs_IORDReady.Q )
CHK: delay(0 0), type(tWLS), from(iobs_IORDReady.C ), to(iobs_IORDReady.C )
CHK: delay(0 0), type(tWHS), from(iobs_IORDReady.C ), to(iobs_IORDReady.C )
CHK: delay(325 325), type(tH), from(iobs_IORDReady.D ), to(iobs_IORDReady.C )
CHK: delay(125 125), type(tS), from(iobs_IORDReady.D ), to(iobs_IORDReady.C )
MOD: delay(75 75), type(tCOi), from(iobs_Load1.C ), to(iobs_Load1.Q )
CHK: delay(0 0), type(tWLS), from(iobs_Load1.C ), to(iobs_Load1.C )
CHK: delay(0 0), type(tWHS), from(iobs_Load1.C ), to(iobs_Load1.C )
CHK: delay(325 325), type(tH), from(iobs_Load1.D ), to(iobs_Load1.C )
CHK: delay(125 125), type(tS), from(iobs_Load1.D ), to(iobs_Load1.C )
MOD: delay(75 75), type(tCOi), from(iobs_IORW1.C ), to(iobs_IORW1.Q )
CHK: delay(0 0), type(tCEH), from(iobs_IORW1.CE ), to(iobs_IORW1.C )
CHK: delay(200 200), type(tCES), from(iobs_IORW1.CE ), to(iobs_IORW1.C )
CHK: delay(0 0), type(tWLS), from(iobs_IORW1.C ), to(iobs_IORW1.C )
CHK: delay(0 0), type(tWHS), from(iobs_IORW1.C ), to(iobs_IORW1.C )
CHK: delay(325 325), type(tH), from(iobs_IORW1.D ), to(iobs_IORW1.C )
CHK: delay(125 125), type(tS), from(iobs_IORW1.D ), to(iobs_IORW1.C )
MOD: delay(50 50), type(tPDi), from(IOCS_i ), to(IOCS_i.OUT)
MOD: delay(75 75), type(tCOi), from(cs_nOverlay1.C ), to(cs_nOverlay1.Q )
CHK: delay(0 0), type(tCEH), from(cs_nOverlay1.CE ), to(cs_nOverlay1.C )
CHK: delay(200 200), type(tCES), from(cs_nOverlay1.CE ), to(cs_nOverlay1.C )
CHK: delay(0 0), type(tWLS), from(cs_nOverlay1.C ), to(cs_nOverlay1.C )
CHK: delay(0 0), type(tWHS), from(cs_nOverlay1.C ), to(cs_nOverlay1.C )
CHK: delay(325 325), type(tH), from(cs_nOverlay1.D ), to(cs_nOverlay1.C )
CHK: delay(125 125), type(tS), from(cs_nOverlay1.D ), to(cs_nOverlay1.C )
MOD: delay(28 28), type(tSRi), from(cs_nOverlay0.AR ), to(cs_nOverlay0.Q )
MOD: delay(75 75), type(tCOi), from(cs_nOverlay0.C ), to(cs_nOverlay0.Q )
CHK: delay(0 0), type(tSRW), from(cs_nOverlay0.AR ), to(cs_nOverlay0.AR )
CHK: delay(167 167), type(tSRR), from(cs_nOverlay0.AR ), to(cs_nOverlay0.C )
CHK: delay(0 0), type(tWLS), from(cs_nOverlay0.C ), to(cs_nOverlay0.C )
CHK: delay(0 0), type(tWHS), from(cs_nOverlay0.C ), to(cs_nOverlay0.C )
CHK: delay(325 325), type(tH), from(cs_nOverlay0.D ), to(cs_nOverlay0.C )
CHK: delay(125 125), type(tS), from(cs_nOverlay0.D ), to(cs_nOverlay0.C )
MOD: delay(50 50), type(tPDi), from(iobs_IORW1_0 ), to(iobs_IORW1_0.OUT)
NET: delay(555 555), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(A_FSB_23_.PAD), to(iobs_IORW1_0 )
NET: delay(555 555), type(tIN+tIOI(LVCMOS18)+tROUTE+tBLA*3+tMCELL), from(A_FSB_23_.PAD), to(cs_nOverlay0.D )
